X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_num,day_num,season,FDI,temp_wind_interaction,log_area
7,5,mar,fri,86.2,26.2,94.3,5.1,0.19292604501607719,0.4235294117647059,0.7000000000000001,0.0,0.0,3,5,spring,4175.899843137255,0.13504823151125403,0.0
7,4,oct,tue,90.6,35.4,669.1,6.7,0.5080385852090032,0.21176470588235297,0.055555555555555546,0.0,0.0,10,2,fall,32029.31767164179,0.02822436584494462,0.0
7,4,oct,sat,90.6,43.7,686.9,6.7,0.39871382636655955,0.21176470588235297,0.09999999999999998,0.0,0.0,10,6,fall,40590.868925373135,0.03987138263665595,0.0
8,6,mar,fri,91.7,33.3,77.5,9.0,0.1961414790996785,0.9647058823529411,0.39999999999999997,0.03125,0.0,3,5,spring,2629.4974999999995,0.0784565916398714,0.0
8,6,mar,sun,89.3,51.3,102.2,9.6,0.29581993569131837,0.9882352941176471,0.15555555555555553,0.0,0.0,3,7,spring,4876.9520625,0.04601643444087174,0.0
8,6,aug,sun,92.3,85.3,488.0,14.7,0.6430868167202572,0.1647058823529412,0.5555555555555556,0.0,0.0,8,7,summer,26136.848435374148,0.35727045373347627,0.0
8,6,aug,mon,92.3,88.9,495.6,8.5,0.7041800643086817,0.1411764705882353,0.3,0.0,0.0,8,1,summer,47842.71684705884,0.2112540192926045,0.0
8,6,aug,mon,91.5,145.4,608.2,10.7,0.18649517684887462,0.8352941176470587,0.2,0.0,0.0,8,1,summer,75621.99644859815,0.03729903536977493,0.0
8,6,sep,tue,91.0,129.5,692.6,7.0,0.35048231511254024,0.5647058823529412,0.5555555555555556,0.0,0.0,9,2,fall,116599.21,0.1947123972847446,0.0
7,5,sep,sat,92.5,88.0,698.6,7.1,0.662379421221865,0.29411764705882354,0.39999999999999997,0.0,0.0,9,6,fall,80093.01408450704,0.26495176848874596,0.0
7,5,sep,sat,92.5,88.0,698.6,7.1,0.5016077170418007,0.4235294117647059,0.7555555555555555,0.0,0.0,9,6,fall,80093.01408450704,0.37899249732047163,0.0
7,5,sep,sat,92.8,73.2,713.0,22.6,0.54983922829582,0.27058823529411763,0.39999999999999997,0.0,0.0,9,6,fall,21430.88707964602,0.219935691318328,0.0
6,5,aug,fri,63.5,70.8,665.3,0.8,0.47588424437299043,0.6705882352941177,0.7000000000000001,0.0,0.0,8,5,summer,373881.96749999997,0.33311897106109334,0.0
6,5,sep,mon,90.9,126.5,686.5,7.0,0.6141479099678457,0.31764705882352945,0.2,0.0,0.0,9,1,fall,112770.86464285715,0.12282958199356915,0.0
6,5,sep,wed,92.9,133.3,699.6,9.2,0.7781350482315113,0.07058823529411767,0.45555555555555555,0.0,0.0,9,3,fall,94168.97360869565,0.35448374419435513,0.0
6,5,sep,fri,93.3,141.2,713.9,13.9,0.6655948553054662,0.34117647058823525,0.5555555555555556,0.0,0.0,9,5,fall,67661.07945323741,0.36977491961414793,0.0
5,5,mar,sat,91.7,35.8,80.8,7.8,0.414790996784566,0.1411764705882353,0.5555555555555556,0.0,0.0,3,6,spring,3400.706256410256,0.23043944265809221,0.0
8,5,oct,mon,84.9,32.8,664.2,3.0,0.46623794212218655,0.37647058823529417,0.5000000000000001,0.0,0.0,10,1,fall,61653.7008,0.23311897106109333,0.0
6,4,mar,wed,89.2,27.9,70.8,6.3,0.4405144694533763,0.23529411764705882,0.39999999999999997,0.0,0.0,3,3,spring,2796.8022857142855,0.17620578778135051,0.0
6,4,apr,sat,86.3,27.4,97.1,5.1,0.22829581993569137,0.34117647058823525,0.45555555555555555,0.0,0.0,4,6,spring,4502.051019607843,0.10400142908181495,0.0
6,4,sep,tue,91.0,129.5,692.6,7.0,0.5176848874598072,0.29411764705882354,0.25555555555555554,0.0,0.0,9,2,fall,116599.21,0.13229724901750628,0.0
5,4,sep,mon,91.8,78.5,724.3,9.2,0.5434083601286175,0.27058823529411763,0.25555555555555554,0.0,0.0,9,1,fall,56733.94663043478,0.13887102536620224,0.0
7,4,jun,sun,94.3,96.3,200.0,56.1,0.604501607717042,0.34117647058823525,0.45555555555555555,0.0,0.0,6,7,summer,3237.4652406417113,0.2753840657377636,0.0
7,4,aug,sat,90.2,110.9,537.4,6.2,0.5562700964630225,0.32941176470588235,0.6,0.0,0.0,8,6,summer,86704.98277419354,0.3337620578778135,0.0
7,4,aug,sat,93.5,139.4,594.2,20.3,0.6913183279742765,0.2,0.6,0.0,0.0,8,6,summer,38151.44522167488,0.4147909967845659,0.0
7,4,aug,sun,91.4,142.4,601.4,10.6,0.45337620578778143,0.5294117647058822,0.5555555555555556,0.0,0.0,8,7,summer,73843.75003773585,0.2518756698821008,0.0
7,4,sep,fri,92.4,117.9,668.0,12.2,0.5401929260450162,0.22352941176470592,0.6,0.0,0.0,9,5,fall,59648.89573770492,0.3241157556270097,0.0
7,4,sep,mon,90.9,126.5,686.5,7.0,0.5530546623794212,0.38823529411764707,0.09999999999999998,0.0,0.0,9,1,fall,112770.86464285715,0.055305466237942115,0.0
6,3,sep,sat,93.4,145.4,721.4,8.1,0.9003215434083602,0.10588235294117648,0.25555555555555554,0.0,0.0,9,6,fall,120949.03338271605,0.2300821722043587,0.0
6,3,sep,sun,93.5,149.3,728.6,8.1,0.662379421221865,0.2823529411764706,0.3555555555555555,0.0,0.0,9,7,fall,125567.0139506173,0.23551268310110754,0.0
6,3,sep,fri,94.3,85.1,692.3,15.9,0.7459807073954985,0.10588235294117648,0.3555555555555555,0.0,0.0,9,5,fall,34941.25181761006,0.26523758485173277,0.0
6,3,sep,mon,88.6,91.8,709.9,7.1,0.28938906752411575,0.7411764705882353,0.7999999999999999,0.0,0.0,9,1,fall,81323.34439436618,0.2315112540192926,0.0
6,3,sep,fri,88.6,69.7,706.8,5.8,0.5916398713826367,0.25882352941176473,0.15555555555555553,0.0,0.0,9,5,fall,75254.94579310344,0.09203286888174347,0.0
6,3,sep,sun,91.7,75.6,718.3,7.8,0.49839228295819943,0.2823529411764706,0.3555555555555555,0.0,0.0,9,7,fall,63841.398923076915,0.1772061450518042,0.0
6,3,sep,mon,91.8,78.5,724.3,9.2,0.6109324758842445,0.2,0.25555555555555554,0.0,0.0,9,1,fall,56733.94663043478,0.15612718828152913,0.0
6,3,sep,tue,90.3,80.7,730.2,6.3,0.5144694533762058,0.5529411764705883,0.45555555555555555,0.0,0.0,9,2,fall,84462.23400000001,0.2343694176491604,0.0
6,3,oct,tue,90.6,35.4,669.1,6.7,0.627009646302251,0.10588235294117648,0.45555555555555555,0.0,0.0,10,2,fall,32029.31767164179,0.2856377277599143,0.0
7,4,oct,fri,90.0,41.5,682.6,8.7,0.2926045016077171,0.5294117647058822,0.5555555555555556,0.0,0.0,10,5,fall,29304.724137931036,0.16255805644873172,0.0
7,3,oct,sat,90.6,43.7,686.9,6.7,0.5016077170418007,0.1411764705882353,0.39999999999999997,0.0,0.0,10,6,fall,40590.868925373135,0.20064308681672027,0.0
4,4,mar,tue,88.1,25.7,67.6,3.8,0.3826366559485531,0.32941176470588235,0.25555555555555554,0.0,0.0,3,2,spring,4027.8392631578936,0.09778492318685246,0.0
4,4,jul,tue,79.5,60.6,366.7,1.5,0.6784565916398715,0.25882352941176473,0.3,0.0,0.0,7,2,summer,117776.70599999999,0.20353697749196145,0.0
4,4,aug,sat,90.2,96.9,624.2,8.9,0.5209003215434085,0.31764705882352945,0.7000000000000001,0.0,0.0,8,6,summer,61300.50782022473,0.36463022508038595,0.0
4,4,aug,tue,94.8,108.3,647.1,17.0,0.4630225080385853,0.4588235294117647,0.5555555555555556,0.0,0.0,8,2,summer,39080.424494117644,0.25723472668810293,0.0
4,4,sep,sat,92.5,88.0,698.6,7.1,0.559485530546624,0.38823529411764707,0.25555555555555554,0.0,0.0,9,6,fall,80093.01408450704,0.14297963558413723,0.0
4,4,sep,wed,90.1,82.9,735.7,6.2,0.3440514469453377,0.6941176470588235,0.5000000000000001,0.0,0.0,9,3,fall,88631.55891935484,0.17202572347266887,0.0
5,6,sep,wed,94.3,85.1,692.3,15.9,0.762057877813505,0.10588235294117648,0.39999999999999997,0.0,0.0,9,3,fall,34941.25181761006,0.304823151125402,0.0
5,6,sep,mon,90.9,126.5,686.5,7.0,0.4019292604501608,0.6470588235294117,0.3555555555555555,0.0,0.0,9,1,fall,112770.86464285715,0.1429081814933905,0.0
6,6,jul,mon,94.2,62.3,442.9,11.0,0.6688102893890677,0.24705882352941178,0.3,0.0,0.0,7,1,summer,23629.359218181817,0.2006430868167203,0.0
4,4,mar,mon,87.2,23.9,64.7,4.1,0.30868167202572355,0.23529411764705882,0.15555555555555553,0.0,0.0,3,1,spring,3288.779902439024,0.04801714898177921,0.0
4,4,mar,mon,87.6,52.2,103.8,5.0,0.28295819935691324,0.36470588235294116,0.6,0.0,0.0,3,1,spring,9492.96672,0.16977491961414795,0.0
4,4,sep,thu,92.9,137.0,706.4,9.2,0.5980707395498392,0.02352941176470591,0.09999999999999998,0.0,0.0,9,4,fall,97723.5295652174,0.059807073954983914,0.0
4,3,aug,sun,90.2,99.6,631.2,6.3,0.6205787781350482,0.22352941176470592,0.2,0.0,0.0,8,7,summer,90010.3222857143,0.12411575562700966,0.0
4,3,aug,wed,92.1,111.2,654.1,9.6,0.5852090032154342,0.31764705882352945,0.5000000000000001,0.0,0.0,8,3,summer,69781.02325000001,0.29260450160771717,0.0
4,3,aug,thu,91.7,114.3,661.3,6.3,0.4951768488745982,0.35294117647058826,0.3555555555555555,0.0,0.0,8,4,summer,110020.48099999999,0.17606287959985711,0.0
4,3,sep,thu,92.9,137.0,706.4,9.2,0.819935691318328,0.10588235294117648,0.2,0.0,0.0,9,4,fall,97723.5295652174,0.16398713826366562,0.0
4,3,sep,tue,90.3,80.7,730.2,6.3,0.5016077170418007,0.5647058823529412,0.5000000000000001,0.0,0.0,9,2,fall,84462.23400000001,0.2508038585209004,0.0
4,3,oct,sun,92.6,46.5,691.8,8.8,0.37299035369774924,0.411764705882353,0.25555555555555554,0.0,0.0,10,7,fall,33850.245681818174,0.09531975705609147,0.0
2,2,feb,mon,84.0,9.3,34.0,2.1,0.37620578778135055,0.29411764705882354,0.5555555555555556,0.0,0.0,2,1,winter,1264.8000000000002,0.20900321543408365,0.0
2,2,feb,fri,86.6,13.2,43.0,5.3,0.32475884244373,0.4235294117647059,0.055555555555555546,0.0,0.0,2,5,winter,927.4369811320754,0.018042157913540552,0.0
2,2,mar,sun,89.3,51.3,102.2,9.6,0.2990353697749197,0.2823529411764706,0.6,0.0,0.0,3,7,spring,4876.9520625,0.1794212218649518,0.0
2,2,mar,sun,89.3,51.3,102.2,9.6,0.10610932475884247,0.5176470588235293,0.6555555555555556,0.0,0.0,3,7,spring,4876.9520625,0.06956055734190784,0.0
2,2,aug,thu,93.0,75.3,466.6,7.7,0.5337620578778135,0.23529411764705882,0.5000000000000001,0.0,0.0,8,4,summer,42435.75506493507,0.2668810289389068,0.0
2,2,aug,sun,90.2,99.6,631.2,6.3,0.5980707395498392,0.21176470588235297,0.25555555555555554,0.0,0.0,8,7,summer,90010.3222857143,0.15284030010718114,0.0
2,2,aug,mon,91.1,103.2,638.8,5.8,0.672025723472669,0.18823529411764706,0.3,0.0,0.0,8,1,summer,103546.39613793103,0.2016077170418007,0.0
2,2,aug,thu,91.7,114.3,661.3,6.3,0.527331189710611,0.34117647058823525,0.45555555555555555,0.0,0.0,8,4,summer,110020.48099999999,0.24022865309038946,0.0
2,2,sep,fri,92.4,117.9,668.0,12.2,0.6688102893890677,0.25882352941176473,0.45555555555555555,0.0,0.0,9,5,fall,59648.89573770492,0.3046802429439086,0.0
2,2,sep,fri,92.4,117.9,668.0,12.2,0.559485530546624,0.21176470588235297,0.5555555555555556,0.0,0.0,9,5,fall,59648.89573770492,0.3108252947481244,0.0
2,2,sep,fri,92.4,117.9,668.0,12.2,0.559485530546624,0.21176470588235297,0.6555555555555556,0.0,0.0,9,5,fall,59648.89573770492,0.3667738478027868,0.0
4,5,mar,fri,91.7,33.3,77.5,9.0,0.48231511254019294,0.1294117647058824,0.45555555555555555,0.0,0.0,3,5,spring,2629.4974999999995,0.21972132904608788,0.0
4,5,mar,fri,91.2,48.3,97.8,12.5,0.43729903536977505,0.1411764705882353,0.7999999999999999,0.0,0.0,3,5,spring,3446.440704,0.34983922829582,0.0
4,5,sep,fri,94.3,85.1,692.3,15.9,0.49839228295819943,0.25882352941176473,0.3555555555555555,0.0,0.0,9,5,fall,34941.25181761006,0.1772061450518042,0.0
5,4,mar,fri,91.7,33.3,77.5,9.0,0.4308681672025724,0.11764705882352944,0.6555555555555556,0.0,0.0,3,5,spring,2629.4974999999995,0.28245802072168635,0.0
5,4,aug,tue,88.8,147.3,614.5,9.0,0.4855305466237943,0.32941176470588235,0.45555555555555555,0.0,0.0,8,2,summer,89308.972,0.22118613790639519,0.0
5,4,sep,fri,93.3,141.2,713.9,13.9,0.8167202572347267,0.1764705882352941,0.09999999999999998,0.0,0.0,9,5,fall,67661.07945323741,0.08167202572347265,0.0
9,9,feb,thu,84.2,6.8,26.6,7.7,0.1446945337620579,0.7529411764705882,0.3,0.0,0.0,2,4,winter,197.79345454545458,0.04340836012861737,0.0
9,9,feb,fri,86.6,13.2,43.0,5.3,0.4340836012861737,0.32941176470588235,0.3,0.0,0.0,2,5,winter,927.4369811320754,0.1302250803858521,0.0
1,3,mar,mon,87.6,52.2,103.8,5.0,0.1961414790996785,0.6705882352941177,0.3,0.0,0.0,3,1,spring,9492.96672,0.05884244372990355,0.0
1,2,aug,fri,90.1,108.0,529.8,12.5,0.4019292604501608,0.6000000000000001,0.25555555555555554,0.0,0.0,8,5,summer,41243.02271999999,0.10271525544837443,0.0
1,2,aug,tue,91.0,121.2,561.6,7.0,0.6237942122186497,0.047058823529411764,0.7000000000000001,0.0,0.0,8,2,summer,88485.69600000001,0.43665594855305484,0.0
1,2,aug,sun,91.4,142.4,601.4,10.6,0.5562700964630225,0.2823529411764706,0.6555555555555556,0.0,0.0,8,7,summer,73843.75003773585,0.3646659521257592,0.0
1,2,aug,sun,90.2,99.6,631.2,6.3,0.504823151125402,0.34117647058823525,0.2,0.0,0.0,8,7,summer,90010.3222857143,0.1009646302250804,0.0
1,2,aug,tue,94.8,108.3,647.1,17.0,0.527331189710611,0.4235294117647059,0.45555555555555555,0.0,0.0,8,2,summer,39080.424494117644,0.24022865309038946,0.0
1,2,aug,wed,92.1,111.2,654.1,9.6,0.4630225080385853,0.37647058823529417,0.055555555555555546,0.0,0.0,8,3,summer,69781.02325000001,0.02572347266881029,0.0
1,2,aug,thu,91.7,114.3,661.3,6.3,0.5787781350482315,0.35294117647058826,0.3555555555555555,0.0,0.0,8,4,summer,110020.48099999999,0.20578778135048229,0.0
1,2,sep,thu,92.9,137.0,706.4,9.2,0.6205787781350482,0.0,0.055555555555555546,0.0,0.0,9,4,fall,97723.5295652174,0.03447659878528045,0.0
1,2,sep,thu,92.9,137.0,706.4,9.2,0.7459807073954985,0.1411764705882353,0.2,0.0,0.0,9,4,fall,97723.5295652174,0.1491961414790997,0.0
1,2,sep,thu,92.9,137.0,706.4,9.2,0.6495176848874598,0.22352941176470592,0.2,0.0,0.0,9,4,fall,97723.5295652174,0.12990353697749196,0.0
1,2,sep,sun,93.5,149.3,728.6,8.1,0.7427652733118972,0.24705882352941178,0.3555555555555555,0.0,0.0,9,7,fall,125567.0139506173,0.26409431939978567,0.0
6,5,mar,sat,91.7,35.8,80.8,7.8,0.48874598070739556,0.11764705882352944,0.5000000000000001,0.0,0.0,3,6,spring,3400.706256410256,0.24437299035369783,0.0
6,5,aug,sat,90.2,96.9,624.2,8.9,0.4019292604501608,0.5176470588235293,0.6,0.0,0.0,8,6,summer,61300.50782022473,0.24115755627009647,0.0
8,6,mar,fri,91.7,35.8,80.8,7.8,0.48874598070739556,0.10588235294117648,0.5555555555555556,0.0,0.0,3,5,spring,3400.706256410256,0.271525544837442,0.0
8,6,aug,sun,92.3,85.3,488.0,14.7,0.5980707395498392,0.2,0.6555555555555556,0.0,0.0,8,7,summer,26136.848435374148,0.39206859592711685,0.0
8,6,aug,sun,91.4,142.4,601.4,10.6,0.5144694533762058,0.32941176470588235,0.5000000000000001,0.0,0.0,8,7,summer,73843.75003773585,0.25723472668810293,0.0
8,6,aug,mon,91.1,103.2,638.8,5.8,0.6816720257234727,0.08235294117647057,0.25555555555555554,0.0,0.0,8,1,summer,103546.39613793103,0.17420507324044301,0.0
4,4,sep,sun,89.7,90.0,704.4,4.8,0.5016077170418007,0.5764705882352941,0.09999999999999998,0.0,0.0,9,7,fall,118471.27500000001,0.05016077170418006,0.0
3,4,feb,sat,83.9,8.0,30.2,2.6,0.33762057877813506,0.38823529411764707,0.15555555555555553,0.0,0.0,2,6,winter,779.6246153846155,0.052518756698821,0.0
3,4,mar,sat,69.0,2.4,15.5,0.7,0.48874598070739556,0.10588235294117648,0.5555555555555556,0.0,0.0,3,6,spring,366.68571428571425,0.271525544837442,0.0
3,4,aug,sun,91.4,142.4,601.4,10.6,0.30225080385852093,0.8470588235294116,0.45555555555555555,0.0,0.0,8,7,summer,73843.75003773585,0.13769203286888176,0.0
3,4,aug,sun,91.4,142.4,601.4,10.6,0.5659163987138265,0.2823529411764706,0.5555555555555556,0.0,0.0,8,7,summer,73843.75003773585,0.3143979992854592,0.0
3,4,aug,tue,88.8,147.3,614.5,9.0,0.392282958199357,0.6000000000000001,0.5555555555555556,0.0,0.0,8,2,summer,89308.972,0.21793497677742055,0.0
2,4,aug,tue,94.8,108.3,647.1,17.0,0.5755627009646302,0.29411764705882354,0.39999999999999997,0.0,0.0,8,2,summer,39080.424494117644,0.23022508038585207,0.0
2,4,sep,sat,92.5,121.1,674.4,8.6,0.7041800643086817,0.1647058823529412,0.45555555555555555,0.0,0.0,9,6,fall,87842.56046511629,0.32079314040728835,0.0
2,4,jan,sat,82.1,3.7,9.3,2.9,0.09967845659163987,0.7411764705882353,0.3,0.0,0.0,1,6,winter,97.41589655172415,0.02990353697749196,0.0
4,5,mar,fri,85.9,19.5,57.3,2.8,0.33762057877813506,0.4352941176470589,0.6555555555555556,0.0,0.0,3,5,spring,3427.870178571429,0.22132904608788853,0.0
4,5,mar,thu,91.4,30.7,74.3,7.5,0.5144694533762058,0.1647058823529412,0.3,0.0,0.0,3,4,spring,2779.790853333333,0.15434083601286172,0.0
4,5,aug,sun,90.2,99.6,631.2,6.3,0.617363344051447,0.21176470588235297,0.3,0.0,0.0,8,7,summer,90010.3222857143,0.1852090032154341,0.0
4,5,sep,sat,92.5,88.0,698.6,7.1,0.581993569131833,0.35294117647058826,0.3,0.0,0.0,9,6,fall,80093.01408450704,0.1745980707395499,0.0
4,5,sep,mon,88.6,91.8,709.9,7.1,0.48874598070739556,0.4823529411764706,0.5555555555555556,0.0,0.0,9,1,fall,81323.34439436618,0.271525544837442,0.0
4,4,mar,fri,85.9,19.5,57.3,2.8,0.36977491961414793,0.32941176470588235,0.6,0.0,0.0,3,5,spring,3427.870178571429,0.22186495176848875,0.0
3,4,mar,fri,91.7,33.3,77.5,9.0,0.5337620578778135,0.03529411764705884,0.45555555555555555,0.0,0.0,3,5,spring,2629.4974999999995,0.2431582708110039,0.0
3,4,sep,sun,89.7,90.0,704.4,4.8,0.662379421221865,0.2823529411764706,0.3555555555555555,0.0,0.0,9,7,fall,118471.27500000001,0.23551268310110754,0.0
3,4,sep,mon,91.8,78.5,724.3,9.2,0.5369774919614148,0.23529411764705882,0.25555555555555554,0.0,0.0,9,1,fall,56733.94663043478,0.1372275812790282,0.0
3,4,mar,tue,88.1,25.7,67.6,3.8,0.43729903536977505,0.1411764705882353,0.7999999999999999,0.0,0.0,3,2,spring,4027.8392631578936,0.34983922829582,0.0
3,5,mar,tue,88.1,25.7,67.6,3.8,0.4276527331189711,0.1411764705882353,0.6555555555555556,0.0,0.0,3,2,spring,4027.8392631578936,0.28035012504465884,0.0
3,4,mar,sat,91.7,35.8,80.8,7.8,0.30225080385852093,0.1764705882352941,0.6555555555555556,0.0,0.0,3,6,spring,3400.706256410256,0.19814219364058594,0.0
